yoshi-ya|300|/bin/tcsh
xrzhou|1500|
s1280023|1000|/bin/bash
s1270119|1000|/bin/bash
std56test96|1000|/bin/csh
ilab12test22|1000|/bin/csh
k-mori|1500|/bin/bash
hl285|1000|/bin/csh
y-toda|300|/usr/local/bin/tcsh
satsukin|300|/usr/local/bin/tcsh
domosi|1500|
hl205|1000|/bin/csh
s1300074|1000|/bin/bash
m5261184|2100|/bin/bash
s1250076|1000|/bin/bash
s1300041|1000|/bin/bash
ilab12test99|1000|/bin/csh
m5261151|2100|/bin/bash
s1280093|1000|/bin/bash
s1270189|1000|/bin/bash
f-nemoto|300|/usr/local/bin/tcsh
c08hanah|1600|/bin/csh
g2web56|4010|/bin/bash
g1ori65|4000|/bin/bash
s1280060|1000|/bin/bash
s1270156|1000|/bin/bash
s1270123|1000|/bin/bash
yamagami|1500|/bin/csh
jctsai|1500|
g2web45|4010|/bin/bash
y-seki|300|/bin/tcsh
s1290236|1000|/bin/bash
s1290203|1000|/bin/bash
hl284|1000|/bin/csh
nbltest1|1000|/bin/csh
hl083|1000|/bin/csh
d8232103|2200|/bin/bash
hl204|1000|/bin/csh
s1250080|1000|/bin/bash
y-wu|1500|
hl003|1000|/bin/csh
fc-hosh|592|/bin/bash
ilab12test29|1000|/bin/csh
s1270193|1000|/bin/bash
c12shely|1600|/bin/csh
hcliao|1500|
khmyrova|1500|
m5252106|2100|/bin/bash
m5251138|2100|/bin/bash
s1270160|1000|/bin/bash
std56test44|1000|/bin/csh
m5251105|2100|/bin/bash
s1270047|1000|/bin/bash
s1270014|1000|/bin/bash
makisima|1500|
s1290127|1000|/bin/bash
hl149|1000|/bin/csh
hl082|1000|/bin/csh
d8231103|2200|/bin/bash
d8181105|2200|/bin/tcsh
s1270194|1000|/bin/bash
mactest18|1000|/bin/bash
hl002|1000|/bin/csh
hl352|1000|/bin/csh
s1260257|1000|/bin/bash
s1270161|1000|/bin/bash
v-ryzhii|1500|
lsl|1500|
m5252110|2100|/bin/bash
m5251142|2100|/bin/bash
s1270084|1000|/bin/bash
mactest14|1000|/bin/bash
s1290241|1000|/bin/bash
s1290197|1000|/bin/bash
s1270051|1000|/bin/bash
s1290164|1000|/bin/bash
s1262006|1000|/bin/bash
mactest10|1000|/bin/bash
yliu|1500|/bin/csh
hl148|1000|/bin/csh
s1290018|1000|/bin/bash
hl081|1000|/bin/csh
mactest28|1000|/bin/bash
soichi-o|300|/bin/tcsh
cent035|1000|/bin/bash
hl001|1000|/bin/csh
ilab12test72|1000|/bin/csh
hl351|1000|/bin/csh
k-nimiya|300|/bin/tcsh
sanshiro|350|/bin/csh
s1307002|1000|/bin/bash
s1290198|1000|/bin/bash
s1260148|1000|/bin/bash
mactest59|1000|/bin/bash
s1300209|1000|/bin/bash
std56test34|1000|/bin/csh
s1290165|1000|/bin/bash
s1262007|1000|/bin/bash
s1260115|1000|/bin/bash
s1290132|1000|/bin/bash
s1290088|1000|/bin/bash
s1280228|1000|/bin/bash
mactest55|1000|/bin/bash
s1290055|1000|/bin/bash
s1290022|1000|/bin/bash
c18guchi|1600|/bin/bash
mactest51|1000|/bin/bash
pengli|1500|/bin/csh
a-fujitu|1500|/bin/bash
yama-eri|300|/bin/tcsh
s1230168|1000|/bin/tcsh
std56test94|1000|/bin/csh
tamae-i|300|/usr/local/bin/tcsh
ayumi-w|300|/usr/local/bin/tcsh
ilab12test02|1000|/bin/csh
hl350|1000|/bin/csh
s1260185|1000|/bin/bash
hl216|1000|/bin/csh
s1300246|1000|/bin/bash
seiya|500|/bin/csh
s1260152|1000|/bin/bash
tuzlukov|1500|
s1300213|1000|/bin/bash
m5242101|2100|/bin/bash
s1260039|1000|/bin/bash
g1ori36|4000|/bin/bash
s1280232|1000|/bin/bash
ilab12test79|1000|/bin/csh
s1280119|1000|/bin/bash
g2web16|4010|/bin/bash
g1ori25|4000|/bin/bash
hl295|1000|/bin/csh
taka-su|300|/bin/tcsh
c08kojim|1600|/bin/csh
ftvasko|1500|
hl215|1000|/bin/csh
s1300250|1000|/bin/bash
tsuka|1500|
m5241134|2100|/bin/bash
s1260076|1000|/bin/csh
ishikawa|1500|
s1300137|1000|/bin/bash
samanta|1500|
s1290093|1000|/bin/bash
m5241101|2100|/bin/bash
s1280189|1000|/bin/bash
s1260043|1000|/bin/bash
s1300104|1000|/bin/bash
s1290060|1000|/bin/bash
s1280156|1000|/bin/bash
s1260010|1000|/bin/bash
s1280123|1000|/bin/bash
benb|1500|
hl294|1000|/bin/csh
c09araki|1600|/bin/csh
hl093|1000|/bin/csh
kaneko|1500|/bin/csh
std56test84|1000|/bin/csh
hl214|1000|/bin/csh
s1300174|1000|/bin/bash
s1260080|1000|/bin/bash
hl013|1000|/bin/csh
s1300141|1000|/bin/bash
ilab12test36|1000|/bin/csh
s1280193|1000|/bin/bash
s-hoshi|300|/bin/tcsh
s1300028|1000|/bin/bash
thang|1500|/bin/csh
m5261138|2100|/bin/bash
s1280160|1000|/bin/bash
s1252002|1000|/bin/bash
m5261105|2100|/bin/bash
s1280047|1000|/bin/bash
hiramoto|1500|
s1280014|1000|/bin/bash
std56test39|1000|/bin/csh
hl159|1000|/bin/csh
kel-tuji|595|/bin/bash
hl092|1000|/bin/csh
wlm|1500|
d8241103|2200|/bin/bash
s1300098|1000|/bin/bash
cent006|1000|/bin/bash
hl012|1000|/bin/csh
s1300065|1000|/bin/bash
hl362|1000|/bin/csh
m5261175|2100|/bin/bash
s1270257|1000|/bin/bash
s1250067|1000|/bin/bash
s1300032|1000|/bin/bash
m5261142|2100|/bin/bash
s1280084|1000|/bin/bash
s1270224|1000|/bin/bash
ilab12test52|1000|/bin/csh
s1280051|1000|/bin/bash
crpsadm1|300|/bin/csh
std56test32|1000|/bin/csh
stdtest2|1000|/bin/csh
hl158|1000|/bin/csh
hl091|1000|/bin/csh
jhpark|1500|
p21furu|1600|/bin/bash
hl361|1000|/bin/csh
g3cssc3|4020|/bin/bash
hl160|1000|/bin/csh
yamin|1500|
s1270148|1000|/bin/bash
s1270115|1000|/bin/bash
kanemoto|1500|
s1290228|1000|/bin/bash
c09vosko|1600|/bin/csh
matstd01|1000|/bin/csh
benson|1500|/bin/bash
m5261180|2100|/bin/bash
cent045|1000|/bin/bash
hl360|1000|/bin/csh
s1270185|1000|/bin/bash
hl226|1000|/bin/csh
s1270152|1000|/bin/bash
s1260248|1000|/bin/bash
std56test89|1000|/bin/csh
m5252101|2100|/bin/bash
s1270039|1000|/bin/bash
s1260215|1000|/bin/bash
fltang|1500|
s1290232|1000|/bin/bash
s1270006|1000|/bin/bash
fj-saga|510|/bin/bash
ilab12test86|1000|/bin/csh
s1290119|1000|/bin/bash
g2web30|4010|/bin/bash
yasu-abe|1500|/bin/bash
berman|1500|
eri-wata|300|/usr/local/bin/tcsh
naomi-o|1500|
m5222118|2100|/bin/bash
s1260249|1000|/bin/bash
hl225|1000|/bin/csh
esik|1500|
c21bhala|1600|/bin/bash
yuasa-ma|300|/bin/tcsh
g1ori57|4000|/bin/bash
m5251134|2100|/bin/bash
s1270076|1000|/bin/bash
s1260216|1000|/bin/bash
hl024|1000|/bin/csh
std56test82|1000|/bin/csh
m5251101|2100|/bin/bash
s1290189|1000|/bin/bash
s1270043|1000|/bin/bash
s1260139|1000|/bin/bash
g2web37|4010|/bin/bash
g1ori46|4000|/bin/bash
yoshi-m|300|/usr/local/bin/tcsh
hwang|1500|
s1290156|1000|/bin/bash
s1270010|1000|/bin/bash
s1260106|1000|/bin/bash
tanakamd|1500|
ilab12test16|1000|/bin/csh
s1290123|1000|/bin/bash
s1280219|1000|/bin/bash
minyi|1500|
std56test37|1000|/bin/csh
p21wata|1600|/bin/bash
s1260253|1000|/bin/bash
hl224|1000|/bin/csh
s1270080|1000|/bin/bash
s1260220|1000|/bin/bash
hl023|1000|/bin/csh
s1300237|1000|/bin/bash
yoshi-hi|300|/bin/tcsh
naruse|1500|/bin/tcsh
k-ota|1500|
s1290193|1000|/bin/bash
kamiya|1500|
s1290160|1000|/bin/bash
s1262002|1000|/bin/bash
t-chan|1500|
s1290047|1000|/bin/bash
s1290014|1000|/bin/bash
vazhenin|1500|
hl169|1000|/bin/csh
lingle|1500|/bin/bash
s1260177|1000|/bin/bash
s1300238|1000|/bin/bash
s1260144|1000|/bin/bash
yuko-t|300|/usr/local/bin/tcsh
mactest19|1000|/bin/bash
hl022|1000|/bin/csh
s1300205|1000|/bin/bash
hl372|1000|/bin/csh
m5241125|2100|/bin/bash
s1260111|1000|/bin/bash
s1260067|1000|/bin/bash
s1300128|1000|/bin/bash
s1290084|1000|/bin/bash
s1280224|1000|/bin/bash
s1260034|1000|/bin/bash
mactest15|1000|/bin/bash
s1290051|1000|/bin/bash
s1260001|1000|/bin/bash
hashimo|1500|/bin/bash
clktest|300|/bin/csh
s1282006|1000|/bin/bash
arkady|1500|
mactest11|1000|/bin/bash
fj-shim|510|/bin/bash
isao-u|300|/bin/tcsh
hide-is|300|/bin/tcsh
hl168|1000|/bin/csh
std56test27|1000|/bin/csh
s1260181|1000|/bin/bash
s1300242|1000|/bin/bash
ogawa|1500|
sding|1500|
m5241126|2100|/bin/bash
cent016|1000|/bin/bash
hl371|1000|/bin/csh
hl170|1000|/bin/csh
s1280148|1000|/bin/bash
s1300019|1000|/bin/bash
takasato|300|/bin/tcsh
m5261129|2100|/bin/bash
s1280115|1000|/bin/bash
s1280038|1000|/bin/bash
mactest56|1000|/bin/bash
std56test87|1000|/bin/csh
fumie-n|300|/usr/local/bin/tcsh
aegis|10|/bin/csh
s1280005|1000|/bin/bash
g2web01|4010|/bin/bash
g1ori10|4000|/bin/bash
hashida|1500|
mactest52|1000|/bin/bash
s1300199|1000|/bin/bash
p21ita18|1600|/bin/bash
std56test20|1000|/bin/csh
s1300166|1000|/bin/bash
m5241130|2100|/bin/bash
s1260072|1000|/bin/bash
s1300133|1000|/bin/bash
s1300089|1000|/bin/bash
s1280185|1000|/bin/bash
terasaka|1500|
hl236|1000|/bin/csh
s1300100|1000|/bin/bash
s1300056|1000|/bin/bash
s1280152|1000|/bin/bash
s1270248|1000|/bin/bash
s1300023|1000|/bin/bash
s1282011|1000|/bin/bash
s1270215|1000|/bin/bash
g2web08|4010|/bin/bash
g1ori17|4000|/bin/bash
s1297008|1000|/bin/bash
ilab12test93|1000|/bin/csh
s1300170|1000|/bin/bash
kishinev|1500|
sigeru-w|1500|/bin/tcsh
pasko|1500|
m5261167|2100|/bin/bash
hl235|1000|/bin/csh
s1300024|1000|/bin/bash
m5261134|2100|/bin/bash
s1280076|1000|/bin/bash
hl034|1000|/bin/csh
wnn|400|/bin/csh
m5261101|2100|/bin/bash
s1280043|1000|/bin/bash
s1270139|1000|/bin/bash
g2web51|4010|/bin/bash
g1ori60|4000|/bin/bash
s1280010|1000|/bin/bash
s1270106|1000|/bin/bash
std56test77|1000|/bin/csh
ilab12test23|1000|/bin/csh
s1290219|1000|/bin/bash
g2web40|4010|/bin/bash
d8192102|2200|/bin/bash
bogaevsk|1500|
d8232119|2200|/bin/bash
s1300094|1000|/bin/bash
nag|1500|
m5232122|2100|/bin/bash
s1300061|1000|/bin/bash
m5261171|2100|/bin/bash
r1296005|2001|/bin/bash
s1270253|1000|/bin/bash
g2web58|4010|/bin/bash
g1ori67|4000|/bin/bash
s1280080|1000|/bin/bash
s1270220|1000|/bin/bash
s1270176|1000|/bin/bash
sana-hi|300|/usr/local/bin/tcsh
hl033|1000|/bin/csh
s1297013|1000|/bin/bash
s1270143|1000|/bin/bash
s1272002|1000|/bin/bash
s1270110|1000|/bin/bash
std56test70|1000|/bin/csh
hl303|1000|/bin/csh
k-kuwada|1500|/bin/csh
c10yooin|1600|/bin/tcsh
hl179|1000|/bin/csh
m5251202|2100|/bin/bash
s1270144|1000|/bin/bash
hl032|1000|/bin/csh
std56test25|1000|/bin/csh
hl382|1000|/bin/csh
m5251125|2100|/bin/bash
s1270111|1000|/bin/bash
s1270067|1000|/bin/bash
s1260207|1000|/bin/bash
s1290224|1000|/bin/bash
chonda|1500|/bin/csh
s1270034|1000|/bin/bash
nori-o|300|/usr/local/bin/tcsh
wlcgue09|4070|/bin/csh
n-kikuti|1500|
hl302|1000|/bin/csh
s1290147|1000|/bin/bash
s1270001|1000|/bin/bash
kensho07|1000|/bin/bash
s1292006|1000|/bin/bash
s1290114|1000|/bin/bash
julian|1500|/bin/bash
hl178|1000|/bin/csh
mikasato|300|/usr/local/bin/tcsh
s1270181|1000|/bin/bash
s1260244|1000|/bin/bash
cent030|1000|/bin/bash
fj-juni|510|/bin/bash
hl381|1000|/bin/csh
s1260211|1000|/bin/bash
hl180|1000|/bin/csh
s1290148|1000|/bin/bash
kensho08|1000|/bin/bash
fj-kiku|510|/bin/bash
hl301|1000|/bin/csh
s1290115|1000|/bin/bash
wlcstu06|1000|/bin/csh
hl100|1000|/bin/csh
s1292010|1000|/bin/bash
s1290038|1000|/bin/bash
dhlee|1500|
s1290005|1000|/bin/bash
tunoyama|1500|
kel-koba|595|/bin/bash
cent037|1000|/bin/bash
ilab12test73|1000|/bin/csh
nickn|1500|
atsu-ha|300|/usr/local/bin/tcsh
k-saito|1500|
m5251130|2100|/bin/bash
s1270072|1000|/bin/bash
s1260168|1000|/bin/bash
s1300229|1000|/bin/bash
ke-sasa|300|/bin/tcsh
s1290185|1000|/bin/bash
s1260135|1000|/bin/bash
hl246|1000|/bin/csh
wmpang|1500|
cits-swift|593|/bin/csh
s1290152|1000|/bin/bash
s1260102|1000|/bin/bash
kensho12|1000|/bin/csh
s1280215|1000|/bin/bash
yumiko-u|300|/usr/local/bin/tcsh
wlcstu10|1000|/bin/csh
g1ori31|4000|/bin/bash
d8222115|2200|/bin/bash
g2web11|4010|/bin/bash
g1ori20|4000|/bin/bash
ken-ino|300|/usr/local/bin/tcsh
std56test75|1000|/bin/csh
sinohara|510|/bin/csh
noguchi|1500|
s1260172|1000|/bin/bash
s1300233|1000|/bin/bash
m5241117|2100|/bin/bash
s1260059|1000|/bin/bash
hl245|1000|/bin/csh
s1300200|1000|/bin/bash
g2web29|4010|/bin/bash
g1ori38|4000|/bin/bash
s1290076|1000|/bin/bash
s1260026|1000|/bin/bash
hl044|1000|/bin/csh
czanner|1500|
elena-a|1500|
s1290043|1000|/bin/bash
s1280139|1000|/bin/bash
yo-ita|300|/usr/local/bin/tcsh
g2web18|4010|/bin/bash
clkskel|300|/usr/local/bin/tcsh
s1290010|1000|/bin/bash
s1280106|1000|/bin/bash
ilab12test30|1000|/bin/csh
jxue|1500|
whlong|1500|
eiko-i|300|/bin/tcsh
hatrung|1500|
sei-haya|300|/bin/tcsh
mai-n|300|/usr/local/bin/tcsh
s1260096|1000|/bin/bash
s1300157|1000|/bin/bash
nhamada|1500|
dang|1500|
kesen|1500|
s1260063|1000|/bin/bash
crpspro2|1500|/bin/csh
s1300124|1000|/bin/bash
arifumis|1500|/bin/bash
s-peng|1500|
s1290080|1000|/bin/bash
s1280220|1000|/bin/bash
s1280176|1000|/bin/bash
s1260030|1000|/bin/bash
hl043|1000|/bin/csh
vidal|1500|
hl393|1000|/bin/csh
m5261201|2100|/bin/bash
suzumiwa|300|/bin/tcsh
s1280143|1000|/bin/bash
kiyota-o|300|/usr/local/bin/tcsh
g1ori70|4000|/bin/bash
s1282002|1000|/bin/bash
s1280110|1000|/bin/bash
sra-ymad|500|/bin/bash
hl313|1000|/bin/csh
clerk1|300|/usr/local/bin/tcsh
ota|500|/bin/csh
s1230047|1000|/bin/csh
s1300194|1000|/bin/bash
c20kan|1600|/bin/bash
hl189|1000|/bin/csh
kel-kase|595|/bin/bash
j-hao|1500|
s1300161|1000|/bin/bash
ma-sugi|300|/usr/local/bin/tcsh
ilab12test37|1000|/bin/csh
s1300048|1000|/bin/bash
thle|1500|
hl109|1000|/bin/csh
m5261158|2100|/bin/bash
cent001|1000|/bin/bash
s1300015|1000|/bin/bash
hl392|1000|/bin/csh
m5261125|2100|/bin/bash
s1280067|1000|/bin/bash
s1270207|1000|/bin/bash
s1280034|1000|/bin/bash
mactest16|1000|/bin/bash
xwliu|1500|
yuichi-t|1500|
hl312|1000|/bin/csh
s1280001|1000|/bin/bash
d8212107|2200|/bin/bash
hl111|1000|/bin/csh
kel-yama|595|/bin/bash
d8211106|2200|/bin/bash
mactest12|1000|/bin/bash
swkim|1500|
cent008|1000|/bin/bash
s1300085|1000|/bin/bash
s1280181|1000|/bin/bash
sato-sa|300|/bin/tcsh
s1300052|1000|/bin/bash
m5261162|2100|/bin/bash
